# Evaluation with zeros as track output
2026/04/07 20:08:09,MH04_stereoi,6.820745,nan,nan
2026/04/07 20:15:27,V101_stereoi,1.853028,nan,nan
2026/04/07 20:16:06,MH03_stereoi,3.579802,nan,nan

# BASELINE (STRIDE 1)
2026/03/06 19:13:28,V101_stereoi,0.790858,1.737492,0.091222,10.002786,76.389653,38.120346
2026/03/06 19:14:55,V101_stereoi,0.792057,1.739466,0.091215,10.002786,76.492680,38.069002
2026/03/06 19:16:23,V101_stereoi,0.793056,1.741111,0.091215,10.002786,76.825624,37.904020
2026/03/06 19:17:51,V101_stereoi,0.791160,1.737990,0.091218,10.002786,76.358130,38.136083
2026/03/06 19:19:18,V101_stereoi,0.791241,1.738126,0.091194,10.002786,76.357287,38.136504
2026/03/06 19:20:59,MH03_stereoi,1.488894,1.711541,0.048663,10.003042,59.871605,45.096503
2026/03/06 19:22:40,MH03_stereoi,1.485714,1.708939,0.048786,10.003042,59.490129,45.385681
2026/03/06 19:24:21,MH03_stereoi,1.488745,1.711418,0.048714,10.003042,60.372284,44.722509
2026/03/06 19:26:02,MH03_stereoi,1.488073,1.710870,0.048656,10.003042,59.563555,45.329732
2026/03/06 19:27:43,MH03_stereoi,1.488300,1.711055,0.048676,10.003042,60.045366,44.966001
2026/03/06 19:28:38,MH04_stereoi,3.162786,1.864357,0.065835,10.003544,76.717729,26.486707
2026/03/06 19:29:31,MH04_stereoi,3.157049,1.861438,0.065821,10.003544,76.851494,26.440605
2026/03/06 19:30:25,MH04_stereoi,3.116884,1.841251,0.065598,10.003544,76.548844,26.545143
2026/03/06 19:31:18,MH04_stereoi,3.145944,1.855812,0.065758,10.003544,75.845344,26.791361
2026/03/06 19:32:12,MH04_stereoi,3.156595,1.861208,0.065730,10.003544,76.544674,26.546589

# TEST WITH STRIDE 2
2026/03/07 17:05:31,V101_stereoi,0.792002,1.739344,0.091405,10.002786,95.474045,30.500436
2026/03/07 17:06:53,V101_stereoi,0.791213,1.738047,0.091413,10.002786,95.038972,30.640062
2026/03/07 17:08:14,V101_stereoi,0.792802,1.740663,0.091407,10.002786,95.056240,30.634496
2026/03/07 17:09:36,V101_stereoi,0.792180,1.739637,0.091406,10.002786,95.271644,30.565233
2026/03/07 17:10:57,V101_stereoi,0.792605,1.740337,0.091405,10.002786,95.130650,30.610534
2026/03/07 17:12:32,MH03_stereoi,1.515629,1.733715,0.048715,10.003042,72.945882,37.013741
2026/03/07 17:14:06,MH03_stereoi,1.515789,1.733849,0.048741,10.003042,73.407448,36.781009
2026/03/07 17:15:41,MH03_stereoi,1.515077,1.733252,0.048692,10.003042,73.022091,36.975112
2026/03/07 17:17:15,MH03_stereoi,1.513903,1.732265,0.048745,10.003042,72.999322,36.986645
2026/03/07 17:18:49,MH03_stereoi,1.515841,1.733894,0.048687,10.003042,73.406819,36.781324
2026/03/07 17:19:38,MH04_stereoi,3.679550,2.171126,0.062465,10.003544,97.677388,20.803177
2026/03/07 17:20:26,MH04_stereoi,3.689034,2.177702,0.062410,10.003544,97.279543,20.888256
2026/03/07 17:21:14,MH04_stereoi,3.687033,2.176310,0.062502,10.003544,97.624346,20.814480
2026/03/07 17:22:03,MH04_stereoi,3.683944,2.174166,0.062588,10.003544,96.990863,20.950427
